% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
146 +2.712591182e+04 +2.712591182e+04 +2.713832182e+04 +2.713832182e+04 +9.3342e-02 +2.6122e+00 -5.6912e-02 +3.1609e+00 +7.3176e-01 +9.1032e-01 -1.2419e+00 -2.0842e-01 +7.9934e-01 -3.3430e+00 +3.9257e+00 +1.0501e+00 -7.2568e-01 +3.6188e+00 -2.4803e+00 -1.0805e+00 +3.8157e+00 -1.4380e+00 -2.2570e+00 -1.2345e+00
292 +2.173541984e+04 +2.173541984e+04 +2.174782984e+04 +2.174782984e+04 +2.1217e+00 -8.9580e-01 +4.0190e+00 -3.9371e+00 -1.0182e+00 -6.2756e-01 +3.5804e+00 -5.2757e-01 -1.6317e+00 -3.6879e+00 -5.1760e-01 +3.2692e+00 +2.5947e+00 -1.4661e+00 +1.0973e-01 -1.8067e+00 +6.9967e-02 -3.3975e+00 +4.5639e-01 +1.1866e+00
535 +1.891296921e+04 +1.891296921e+04 +1.892537921e+04 +1.892537921e+04 -1.5416e+00 +1.1070e+00 +2.8445e+00 -3.3344e+00 -8.2120e-01 -4.6710e+00 -3.0237e+00 +1.8469e+00 +2.1826e+00 +2.6888e+00 +5.1083e-01 +3.2844e+00 -2.1937e+00 +2.4333e+00 -3.1051e+00 -1.3577e+00 +2.2114e+00 -1.9377e+00 -1.4945e+00 +2.3499e+00
2357 +9.864161369e+03 +9.864161369e+03 +9.876571369e+03 +9.876571369e+03 -1.9537e+00 -2.0654e+00 +4.7511e+00 +1.8815e+00 -3.1492e+00 +2.3171e+00 +1.0770e-01 -4.6717e+00 +1.0123e+00 +1.2775e+00 +9.2158e-01 +2.2151e-01 +3.1771e+00 +1.6259e+00 -3.3773e+00 -4.1408e-01 +2.2166e+00 -2.1891e+00 -4.6067e-01 +1.7417e+00
36198 +9.467294556e+03 +9.467294556e+03 +9.479704556e+03 +9.479704556e+03 -3.2761e+00 -2.4494e+00 -1.8964e-01 +4.7841e+00 +1.5266e+00 -1.2175e+00 +1.0903e+00 +8.4712e-01 -2.2705e+00 -1.7315e+00 +7.8006e-01 +5.2114e-01 -1.4455e-01 +3.6322e-01 +3.8578e-02 -2.2318e+00 +1.4832e+00 -2.6314e+00 -7.9905e-01 +1.8353e+00
72467 +8.034831925e+03 +8.034831925e+03 +8.047241925e+03 +8.047241925e+03 -2.9463e+00 +4.5368e+00 +3.9746e+00 -2.4130e+00 +7.8293e-01 -4.0588e+00 -1.2772e+00 -3.3416e-02 +1.2166e+00 +1.1024e-01 -5.5325e-01 -1.8179e-01 +3.5172e+00 -1.4900e+00 -1.4862e+00 -1.9507e+00 -1.0190e-01 -2.9196e+00 -1.1195e+00 +2.0197e+00
135018 +7.040125616e+03 +7.040125616e+03 +7.052535616e+03 +7.052535616e+03 +5.1349e-01 +1.1921e+00 -2.0297e+00 -3.3779e-01 -1.9803e+00 +6.3905e-01 +1.1365e+00 +2.4350e-01 +5.9011e-01 -1.9934e+00 -2.1860e+00 +2.5030e+00 -2.0580e-01 +1.9497e-01 -1.7077e+00 -1.3728e+00 +1.7660e+00 -2.1416e+00 -2.5097e+00 -4.9619e-03
590608 +6.533660038e+03 +6.533660038e+03 +6.546070038e+03 +6.546070038e+03 +3.0796e+00 -1.9745e+00 +9.3811e-02 +4.2748e+00 -1.7143e+00 +1.5707e+00 +1.6417e-01 +5.1019e-01 +5.5177e-01 -2.1588e-01 +4.1261e-01 -8.0120e-01 -3.5551e-01 +6.0045e-01 -7.4126e-01 -8.5528e-01 +3.2783e+00 +8.0784e-02 -1.1535e+00 +2.8684e+00
866560 +4.884426667e+03 +4.884426667e+03 +4.896836667e+03 +4.896836667e+03 +3.1089e+00 -3.7074e+00 +1.0053e+00 +1.0494e+00 -5.0609e-01 +2.0290e+00 +8.3096e-01 -2.1030e+00 +3.8489e+00 -1.9874e-01 +2.0820e+00 -9.7454e-01 +2.1048e+00 +2.8519e-02 -3.9707e-01 -2.5191e+00 +1.8709e+00 -1.7863e+00 -1.3860e+00 +2.3619e+00
1185347 +2.200899703e+03 +2.200899703e+03 +2.213309703e+03 +2.213309703e+03 -2.9931e+00 +1.9727e+00 +1.5761e+00 +1.7225e+00 -2.2784e+00 -2.7196e+00 +6.7827e-01 -1.5935e+00 +2.7344e+00 -2.7802e+00 -2.6647e-01 -6.5855e-01 +3.0125e+00 +1.3260e+00 -7.2073e-01 -1.3476e+00 +2.4803e+00 -2.0788e+00 -1.5617e+00 +1.3049e+00
4565849 +8.096595784e+02 +8.096595784e+02 +8.220695784e+02 +8.220695784e+02 +2.0955e+00 +3.4370e-01 +5.3015e-02 +2.5350e+00 +1.2613e+00 -1.0898e+00 -7.0828e-01 -1.0042e+00 -6.3055e-01 -1.5184e-01 +2.6998e+00 +8.7619e-01 +1.0950e+00 +2.4286e-01 -2.2011e+00 +2.5413e-01 +2.1777e+00 -1.8635e-01 -2.0427e+00 +1.5891e+00
% function evaluation | noise-free fitness - Fopt (1.090700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.361369175e+05 +2.361369175e+05 +2.362459875e+05 +2.362459875e+05 -1.9288e+00 +4.3653e+00 -1.4142e+00 -8.8618e-01 -1.0946e+00 +3.4959e+00 -1.1251e-01 -3.6381e+00 +3.5960e+00 -4.1457e+00 -1.9875e+00 +3.3708e+00 +1.8458e+00 +1.5783e+00 +2.5233e+00 -1.5601e+00 -2.3941e+00 +1.2370e+00 +2.8545e-01 -2.6980e+00
2 +8.509469967e+04 +8.509469967e+04 +8.520376967e+04 +8.520376967e+04 -2.0978e+00 +3.8066e+00 -4.7336e+00 -1.7049e+00 +1.1057e+00 -1.4236e+00 -2.4023e+00 +2.6098e+00 -6.1945e-02 +4.4732e+00 +1.2803e+00 +1.0645e+00 -3.4391e+00 -1.4195e+00 +1.1099e+00 -2.4110e+00 +9.0131e-01 +2.1960e+00 +7.4934e-01 +1.3531e+00
27 +5.057200267e+04 +5.057200267e+04 +5.068107267e+04 +5.068107267e+04 +8.1557e-01 -4.7847e+00 +4.9971e+00 +2.5691e+00 +2.1505e+00 +1.0281e+00 -4.2665e+00 +1.0013e+00 -8.8478e-01 -8.5908e-01 +2.0344e+00 +1.5023e+00 -1.9495e+00 -1.5548e+00 -1.0197e+00 +3.5173e+00 +3.9235e+00 -2.9959e+00 -3.7838e-01 +3.6187e+00
114 +2.572369481e+04 +2.572369481e+04 +2.583276481e+04 +2.583276481e+04 -1.8284e+00 -4.7629e+00 -3.0266e+00 +8.6757e-01 +3.4877e+00 -1.7123e+00 -4.3828e+00 +2.2965e-01 -2.2381e+00 -7.1916e-01 -1.1076e+00 +7.3022e-01 -3.4540e+00 -1.8575e+00 -6.7711e-01 +1.0028e-01 +2.4236e+00 -3.2761e+00 +1.0642e+00 +1.3032e+00
296 +8.639428268e+03 +8.639428268e+03 +8.748498268e+03 +8.748498268e+03 -1.4818e+00 -4.9426e+00 -6.9574e-01 +4.2586e+00 -1.8847e+00 -5.0292e-01 +7.5365e-01 -3.5288e+00 +1.5755e+00 +1.3316e+00 +2.8009e+00 -3.0563e+00 -1.6341e+00 +1.1541e+00 -3.4680e-01 -1.4092e-01 +1.6391e+00 -2.0485e+00 +2.5098e+00 +4.5158e-01
25818 +5.499644821e+03 +5.499644821e+03 +5.608714821e+03 +5.608714821e+03 -3.1529e-01 +4.0017e+00 -2.1494e+00 -1.8013e+00 +3.1115e+00 +1.7164e+00 +1.8185e+00 -1.6916e+00 -2.0347e+00 -5.4407e-01 +3.1330e+00 +3.6457e-01 +1.1851e-01 +2.3717e+00 -2.0303e+00 +5.3739e-02 +1.2877e+00 -7.8483e-01 +1.9904e+00 +4.0597e-01
1071957 +5.006997134e+03 +5.006997134e+03 +5.116067134e+03 +5.116067134e+03 -4.9214e-01 -1.8801e+00 +3.3394e+00 +3.7350e+00 +1.7416e+00 +1.4307e-01 -2.1386e+00 -1.8481e+00 -9.7435e-02 -1.1458e+00 +9.9729e-01 -2.3315e+00 -4.3984e-01 +7.1902e-01 -7.1578e-02 +1.1455e+00 +1.6132e+00 -2.6626e+00 +1.4992e+00 +2.2522e+00
1828885 +4.706273564e+03 +4.706273564e+03 +4.815343564e+03 +4.815343564e+03 -2.9775e+00 +2.5747e+00 +1.3938e+00 -5.4988e-01 -1.4645e+00 -1.0155e+00 -1.7442e+00 -2.0431e+00 +2.7387e+00 +2.3668e+00 -9.1585e-01 +3.5704e-01 -1.7466e-01 +2.6365e+00 -2.5822e+00 +2.3779e+00 +6.1358e-01 -3.3167e+00 +4.9255e-01 +2.8674e+00
2408159 +4.181626999e+03 +4.181626999e+03 +4.290696999e+03 +4.290696999e+03 -3.4754e+00 -2.6518e+00 -2.9392e+00 -3.2681e+00 +2.4884e+00 -2.5435e-01 -1.8362e+00 -9.4043e-02 +1.3007e+00 -1.1803e+00 +2.3461e-01 -1.8830e+00 -1.5515e+00 +1.3939e+00 -8.9959e-01 +7.0556e-01 +2.2117e+00 -2.4329e+00 -2.3767e-01 +2.0807e+00
3659239 +3.875285466e+03 +3.875285466e+03 +3.984355466e+03 +3.984355466e+03 +2.3514e+00 -1.7006e+00 -2.1628e-01 +2.3404e+00 +2.1066e+00 +9.4158e-01 -1.9031e+00 -2.4464e-01 +5.6407e-01 +2.8437e+00 +1.2336e+00 +2.1929e-01 -3.9156e+00 +6.1980e-01 -3.4543e+00 +3.9107e-01 +3.0496e+00 -1.9376e+00 +8.4583e-01 +2.0191e+00
3879759 +2.533883034e+03 +2.533883034e+03 +2.642953034e+03 +2.642953034e+03 -5.2211e-01 -2.4173e+00 -1.5461e+00 +2.8638e+00 +4.4058e-01 -7.4257e-01 -3.3205e+00 -2.1916e+00 -8.7291e-01 +1.1875e+00 -3.1789e-01 -2.3111e+00 -8.8933e-01 +1.0088e+00 -2.7179e+00 +1.6921e+00 -1.3041e-01 -1.0118e+00 +1.1812e+00 +3.3453e-01
10265374 +1.456759333e+03 +1.456759333e+03 +1.565829333e+03 +1.565829333e+03 +2.2000e+00 +2.6915e+00 -2.1681e+00 -1.0573e+00 +6.6879e-01 +1.2824e+00 -2.1472e+00 +1.0966e+00 +5.1687e-01 +1.9474e+00 +1.5310e+00 -3.1085e+00 -6.0552e-01 +2.8059e+00 +8.6115e-02 +2.6035e+00 +3.5230e-01 -2.2650e+00 +6.6177e-02 +2.5883e+00
67666992 +1.095480630e+03 +1.095480630e+03 +1.204550630e+03 +1.204550630e+03 -9.2254e-02 -2.5326e+00 +5.8449e-01 +2.2218e+00 +1.8424e+00 -1.4737e+00 +9.4252e-01 -7.5175e-01 -5.2799e-01 +3.3938e+00 +1.3201e+00 -1.8468e+00 -2.5294e+00 +1.8040e+00 -2.4832e+00 +8.7382e-01 +2.4118e+00 -1.2982e+00 +1.1689e+00 +1.6541e+00
